return,regime
0.05671627177182037,0
0.03954769125710489,0
0.04755392162797856,0
-0.08558774970898042,0
0.03171533080967537,0
-0.017074856364933666,0
0.05770017678653727,0
0.035212060394574474,0
0.045974155230084746,0
0.0713803533952917,0
-0.04054726963131039,0
0.013366865880673151,1
-0.02878358414543658,0
0.04156028405587553,0
0.00024244970596920545,0
0.07538577872592578,1
0.01857914700553609,1
0.04715066324140915,1
-0.034010916176201,1
-0.02697724021308545,1
0.04960963926783091,1
0.03891436852210495,0
0.03484283053351822,1
0.01965955918685358,1
0.06027737737658545,1
0.047812238148660535,1
-0.01842579903046837,1
0.08779248978971399,1
-0.026981862799350553,1
-0.020748915900648868,1
-0.0012603580519916502,1
-0.0037856365027563177,1
-0.0900775080187225,0
-0.08259321550290577,0
0.06744515930567263,0
0.03917230595258103,0
0.020991237183123346,0
-0.09470965505248385,2
-0.05413021330792234,2
-0.007809217385891465,2
-0.03181406017948962,2
0.06485295393189894,2
0.06379277098597047,2
-0.0021095713869113686,2
-0.10615400223530891,2
0.031153349947277587,0
0.023738661126114557,0
-0.0012374619487095506,2
-0.31726975751837017,2
-0.22717397125016026,2
0.16710902439181097,2
-0.17530862914526768,2
-0.20525636498033262,2
0.03641471534102636,2
0.30683710580647316,2
0.026158055265073976,2
-0.03197021613296558,2
0.10770717516139583,2
0.14323124766541895,2
0.06592755526381455,2
-0.044632105829403246,0
0.06565660221457881,1
0.07386798733501942,1
-0.055207814627615925,1
0.05583159879947264,1
0.10186737743559648,1
0.0715015219624986,1
-0.05334562047644742,1
-0.052123222185519125,1
0.09593492942328097,1
-0.012758076863579881,1
0.04470762490353741,1
0.04742700307424452,1
-0.01851512016012502,1
0.0455067877897497,1
0.03250855347258241,1
0.047052537819564755,1
-0.0161066622918995,1
0.057465570633118634,1
0.013747577612220452,1
-0.03299316876912117,1
0.015641016619166503,1
-0.056192792348715326,1
-0.10841911080109745,0
0.14291272644981112,0
-0.03801139129582598,0
0.04850334870874917,0
0.06379344005140819,0
-0.011507658059378478,0
0.05200160559279343,0
0.028594201035972988,0
-0.04505877255028523,0
0.05517042416274753,0
0.02002118474374104,0
-0.00014967896092554778,1
-0.018631809000445698,1
-0.009080983522433583,0
-0.002640734308787862,1
0.03722751492007648,0
0.03738582213938768,0
0.012159312468075223,0
0.028721701265227884,0
0.06734709282840923,1
-0.059776764639668745,0
-0.01981913047374917,0
0.009022419303704954,0
-0.06980115375590967,0
0.034818804075488874,0
0.045207085162619176,0
-0.05250975780137135,0
0.001018211049301554,0
0.04275122898089623,0
0.05065383864812523,0
0.0049686386982494835,0
0.032851934837932584,0
0.023992408163129975,0
0.011341559935953871,0
0.0008015579342395274,0
0.03044064125711521,1
-0.0604058066437374,0
0.09937390957176073,1
0.020002505166154316,1
0.019039383869874138,1
0.06851866863120026,1
-0.03674201743195271,1
0.01731913011549624,1
-0.05847488670360035,0
-0.0030232984886365832,0
-0.04668653322441785,0
0.0577053043677862,0
-0.06291161266948009,0
0.030597864374460215,0
0.05758508407373353,0
-0.006258554945284711,0
0.018309565593116695,0
-0.03436599802710394,2
-0.003636577182384526,0
0.10465425535814243,0
-0.023508120271492405,0
0.022485415887530058,0
0.0692838150730073,1
0.04263031515322546,1
-0.03764199062154683,1
-0.018325856537831253,1
-0.05741273098542721,0
-0.016756196405009915,0
0.04817072855189242,0
-0.0019384511865965237,0
0.035085703864248474,0
-0.0242370187259644,0
0.0024220386961668616,0
-0.007247466906330935,0
0.0223262578797081,0
0.012375210812608284,0
-0.0026107940350236225,0
-0.0011407857601832827,0
-0.01071107688438977,0
0.02664227362637739,0
-0.001473994329849182,0
-0.04254041725758584,0
-0.07677798166087035,2
0.038907735680110855,0
0.008214853969203295,0
0.03679887472823817,0
0.04202161414601946,0
0.006015926576387942,0
0.02575084476439926,0
-0.02664354005398173,0
-0.029251593088867156,0
0.046731146774894095,0
-0.07951888789913353,0
0.11854632221307093,0
0.006953764506402393,1
0.04216464607990966,1
-0.001611140210967421,1
0.0013829648688461482,0
0.015543241327021118,0
0.017048124398877595,0
0.03746181476712418,0
0.019270758001664445,1
0.011260148452365781,1
-0.013043354473176616,0
0.007689902418393846,1
0.01228591511495658,0
-0.07026523066966084,0
-0.19391841238289542,2
0.08962081167668368,2
0.017343768610238897,0
0.024248872043704184,0
0.03641930431675888,0
0.004423150086362737,0
-0.026643002241172775,2
-0.03001544618096519,2
0.09674906261744454,0
0.027340781698449668,0
0.0003529499779955092,0
0.03425171165342911,0
0.051519925709418546,1
0.07859807612108627,1
0.008074252026235573,1
0.02637533878776499,1
0.044208619079749045,1
0.021544739847839223,1
-0.05681452626381611,1
0.07133024019157985,1
-0.021093352129573528,1
0.09705618995457987,1
-0.0842169190091312,1
-0.03482682359634892,1
0.06263911222199559,1
-0.04087832559946292,0
-0.04685412889814722,0
-0.07448891922213352,2
0.0861597177043334,0
-0.060125390303982784,2
-0.12871270374658217,2
0.03505018266879878,2
0.06146071245774265,2
-0.05034341977309875,2
0.10402518894605106,2
-0.05864259369840874,2
-0.02155462777719075,2
0.0031312308086264284,2
-0.03961604155075682,2
0.05629442263088813,0
0.02034467392747974,2
-0.03377897136947017,0
-0.07263759840911388,0
-0.03621457248696791,2
0.12081729809033304,0
0.09445338104557521,0
-0.050588469587062646,0
0.01978789068616793,0
0.019510306238842423,0
-0.07944031153665743,0
0.04559720495055375,0
0.018756032040095016,0
0.07939350764792219,0
0.05220649933302646,1
0.03269662943082685,1
-0.03356587635916819,1
0.04259154610544891,1
-0.08372184939085647,0
0.016502066474196164,0
0.03699620272739246,0
-0.025877957910974914,0
-0.024409002851479733,0
0.01120786736250401,0
0.006884847648886083,0
0.0008983092638283896,0
0.03477675184607221,0
0.000576417293053133,0
-0.024502274213897834,0
0.016371373396238065,0
